episode_id,success,oracle_success,final_distance_m,termination_reason,goal_stop,goal_stop_steps,raw_stop_verdicts,near_decision_steps,route_complete_at_any_near_step,terminal_confirmed_at_any_near_step,goal_complete_at_any_near_step,instruction
516,0,0,8.392570495605469,step_length_limit,False,[],[],0,False,False,False,"Walk past the sink, and through the open door. Make a hard left at the closed brown and frosted glass french doors, and then a hard right.. Walk past the kitchen, and wait near the sofa end table. "
94,0,0,10.786742210388184,step_length_limit,False,[],[],0,False,False,False,"Walk forward, take a left around the corner and walk all the way to the end of the hallway, and stop at the door before the bedroom. "
1142,1,1,2.257678508758545,step_length_limit,False,[],[],2,True,False,False,Turn left to face bed. Walk past bed and out of door. Walk across hall to next bedroom. Stop in doorway. 
842,1,1,0.6093435287475586,step_length_limit,False,[],[],1,False,False,False,"Go straight, pass the piano and the pictures on the wall then turn left and head down the hallway then turn right and stop by the bed. "
150,0,1,3.5074474811553955,step_length_limit,False,[],[],3,True,False,True,"Turn around and walk to the end of the bed. At the end of the bed turn right and walk to the hallway. Once at the entrance way, walk through the hallway to the next room. "
609,0,0,6.77543306350708,step_length_limit,False,[],[],0,False,False,False,"Exit the kitchen, walk down the hall and wait in the exercise room. "
1061,0,1,3.948328971862793,step_length_limit,False,[],[],5,False,True,False,Turn to your right and walk down the hallway past the piano to the end. Turn left when you reach the dresser drawers and stop in the doorway. 
1139,0,1,8.491519927978516,step_length_limit,False,[],[],1,False,False,False,Exit the bedroom and walk strait across the hallway. Enter the door at the back of the bedroom and wait near the sink. 
454,0,0,9.916650772094727,step_length_limit,False,[],[],0,False,False,False,Take a left and take a right at the doll hutch. Walk into the bedroom and take a left. Walk into the bathroom and wait in front of the sink. 
176,0,0,10.755280494689941,step_length_limit,False,[],[],0,False,False,False,Go straight and then turn to the right and go to the bathroom door.  Go through the doorway and walk through the bathroom to the other door.  You will then be in a gym.  Stop when you get into this room and wait. 
739,0,0,11.363516807556152,step_length_limit,False,[],[],0,False,False,False,Exit bathroom and follow hallway through archway directly in front. Turn right when hallway ends at pictures and table. Follow hallway passed piano and stop in the circle on the hallway floor. 
1106,0,0,7.036279201507568,step_length_limit,False,[],[],0,False,False,False,"Turn right into hall, walk straight into the kitchen, stop at refrigerator. "
423,1,1,2.9832236766815186,step_length_limit,False,[],[],0,False,False,False,Turn left and walk across the hallway. Turn left again and walk across this hallway and wait by the bathtub. 
568,0,0,8.935966491699219,step_length_limit,False,[],[],0,False,False,False,"Exit the room and then go down the hallway until you get a frame on the wall to your right with a bear and balloons that says ""welcome"" and wait there. "
191,1,1,1.6497218608856201,stop_requested,True,[10],"[""allow""]",5,True,True,True,"Leave sitting room to living room, turn right around couch, turn left and follow couch turn slight right into exercise room and stop by treadmill. "
190,1,1,1.3109363317489624,step_length_limit,False,[],[],5,False,True,False,Walk past the kitchen and go behind the couch and take a right into the fitness room. Stop next to the treadmill. 
677,0,0,12.847915649414062,step_length_limit,False,[],[],0,False,False,False,"Go all the way down the hall until you see a white vase and then make a left. Following that, make a left directly into the bathroom which will be the first door on the left and wait there. "
171,0,0,13.814632415771484,step_length_limit,False,[],[],0,False,False,False,Head across the room towards the front door then turn left. Go up the stairs and turn right. Enter the bedroom then wait. 
1406,0,0,13.831844329833984,step_length_limit,False,[],[],0,False,False,False,Turn left and exit the bedroom. Walk past the stairs into the rightmost doorway. Wait by the entrance of the bedroom. 
308,0,0,5.601195335388184,stop_requested,True,[6],"[""allow""]",0,False,False,False,Leave the bathroom and go into the bedroom. Leave the bedroom and go into the hallway. Stop at the edge of the table under the mirror in the hall. 
181,0,0,10.943670272827148,step_length_limit,False,[],[],0,False,False,False,Walk up stairs. At top of stairs turn right. Walk straight to bedroom. Turn left and walk to bed lamp.Turn left and enter closet. Stop at rug. 
259,1,1,2.0528440475463867,stop_requested,True,[4],"[""allow""]",1,True,True,True,"Exit the bathroom, wait at the white rug in the hallway. "
1307,1,1,0.8814576268196106,step_length_limit,False,[],[],1,False,False,False,Turn right and go straight past the table and chairs. Wait at the kitchen entrance. 
1284,0,0,4.404012680053711,stop_requested,True,[4],"[""allow""]",0,False,False,False,"Leave the fitness area, and go left. Take the first right at the wine room. Walk straight ahead into the TV room. Stop once you enter the room. "
411,0,0,10.421453475952148,step_length_limit,False,[],[],0,False,False,False,Walk to the living room on the far side of the counter. Stop next to the end table next to the couch with the bookshelf on your right. 
338,0,0,11.298454284667969,step_length_limit,False,[],[],0,False,False,False,Walk into the bedroom on the right of the stairs. Take a left before you reach the bed and wlk straight into the bathroom. Stop outside of the little room with the toilet. 
1077,1,1,2.681166172027588,step_length_limit,False,[],[],2,False,False,False,Turn right and exit the kitchen and enter the hallway with the stairs.  Walk around the stair well and enter the laundry room. 
377,0,0,5.951582908630371,step_length_limit,False,[],[],0,False,False,False,"Leave the bathroom and take a right. Walk down the hallway into the entry way and stop next to the console table on the right, and the banister to the stairs on the right. "
275,0,0,9.486167907714844,step_length_limit,False,[],[],0,False,False,False,Walk past hall table. Walk into bedroom. Make left at table clock. Wait at bathroom door threshold. 
531,1,1,2.471036911010742,step_length_limit,False,[],[],3,False,False,False,"Exit closet, and walk past bed. Walk out open bedroom door, and wait at top of stair landing. "
698,0,0,3.308727979660034,stop_requested,True,[7],"[""allow""]",0,False,False,False,Head out of the shower and out of the bathroom.  Go toward the bedroom.  Go in the bedroom and stop at the side of the bed. 
1117,0,1,4.546607494354248,step_length_limit,False,[],[],2,False,False,False,Go alongside the pool towards the bar directly in front of you. 
187,0,0,5.896671772003174,stop_requested,True,[3],"[""allow""]",0,False,False,False,Go down the hall past some plants towards a doorway to the hot tub and some lounge chairs.  Stop in front of the large tub. 
312,0,0,8.986623764038086,step_length_limit,False,[],[],0,False,False,False,Leave the sauna and enter the pool room. Stand on the platform at the end of the pool near the lounge chairs. 
1051,0,0,7.460497856140137,step_length_limit,False,[],[],0,False,False,False,Turn around and exit the doorway. Turn left and exit the door. Stop next to the pool. 
7,0,0,4.633600234985352,step_length_limit,False,[],[],0,False,False,False,Go straight past the pool. Walk between the bar and chairs.  Stop when you get to the corner of the bar.  That's where you will wait. 
1056,0,1,3.0431976318359375,stop_requested,True,[5],"[""uncertain""]",1,True,False,False,walk forward near the pool and make a right turn and stop at the doorway. 
559,0,0,12.410745620727539,step_length_limit,False,[],[],0,False,False,False,Walk straight out the door in front of you and follow the red carpet. Keep going through the room with the ropes and stop when you enter the next room with ropes. 
432,0,0,17.105178833007812,stop_requested,True,[9],"[""uncertain""]",0,False,False,False,Walk out through the door. Follow the red carpet to the right of the table. Stop in the next doorway. 
705,0,0,23.44046974182129,step_length_limit,False,[],[],0,False,False,False,Walk forward along red carpet. Stop at the fire extinguisher. 
207,0,0,15.580324172973633,step_length_limit,False,[],[],0,False,False,False,Walk out of the room keeping the fireplace on your left. Walk down the long corridor and stop once you reach the next set of doors. 
586,0,1,5.490262985229492,step_length_limit,False,[],[],1,True,False,False,Go into the room with the tile floor and wait. 
469,0,0,22.347761154174805,stop_requested,True,[9],"[""allow""]",0,False,False,False,Turn right and walk along the red carpet to your right. Walk past the doorway wait by the glass info panes. 
1133,0,1,4.777425765991211,step_length_limit,False,[],[],1,True,False,False,Walk straight until you can't anymore then turn left. Wait near the door way straight ahead. 
576,0,0,8.54604721069336,step_length_limit,False,[],[],0,False,False,False,Walk through the bedroom and exit through the door left of the red bed. Head into the next room. Walk forward into next room. Stop at the next door exiting the room. 
824,1,1,1.2620642185211182,step_length_limit,False,[],[],4,True,False,False,Turn around and walk down the red rug and cross the room. Stop once you enter the next room and stop. 
550,0,0,25.046424865722656,step_length_limit,False,[],[],0,False,False,False,Take the leftmost door. Walk past the large painting to your left. Take a left and wait in the doorway. 
1301,0,0,12.896974563598633,step_length_limit,False,[],[],0,False,False,False,Walk forward and enter the next room.  Stop at the doors on the far side. 
479,1,1,1.2691295146942139,step_length_limit,False,[],[],5,True,False,False,Walk along the carpet. Turn left and enter the rightmost doorway. Wait on the first few steps of the stairs. 
232,0,0,8.895084381103516,step_length_limit,False,[],[],0,False,False,False,"Exit the bathroom, go up the stairs, turn right, walk down the hall, enter the room at the end of the hall, wait at the sculpture. "
787,0,0,7.253335952758789,stop_requested,True,[6],"[""allow""]",0,False,False,False,Leave the room and take a left int he hall. Enter the room which is first on the right.Take a right and stop on the rug in front of the animal head on the floor. 
321,0,1,4.272538661956787,stop_requested,True,[8],"[""allow""]",2,True,False,False,"GO straight, take a left once you enter the bedroom. Stop in the bathroom. "
765,1,1,2.5558462142944336,step_length_limit,False,[],[],6,False,True,False,Turn right at the post and walk forward alongside the glass doors on the left. Wait in front of the pool table. 
526,1,1,0.8992356061935425,step_length_limit,False,[],[],2,False,True,False,Walk past sisal carpet runner. Wait at open white door. 
755,0,0,6.0178375244140625,step_length_limit,False,[],[],0,False,False,False,follow the bay windows then take a left. go slightly right and stop by the staircase. 
620,0,1,6.669754505157471,step_length_limit,False,[],[],1,False,True,False,Walk forward along the railing to the balcony. Go past the cabinet on your left. Stop on the rug before you pass the first bed. 
781,1,1,1.9081449508666992,step_length_limit,False,[],[],8,False,False,False,Move ahead in between bar and table to the chair. 
461,0,1,4.9123148918151855,step_length_limit,False,[],[],1,False,True,False,"Turn around and walk past a wooden cabinet on the right.  Then turn to the right and walk in the bedroom.  Turn to the right again, and there will be a bathroom.  Stop right inside the doorway.  Wait there. "
348,0,0,10.064550399780273,step_length_limit,False,[],[],0,False,False,False,Go up the stairs and take a left. Walk towards the couch and chairs in the sitting area. Walk through the sitting area and stop in front of the first door to the balcony on your left. 
1148,0,0,5.884571075439453,step_length_limit,False,[],[],0,False,False,False,"walk towards fireplace, walk on the left side of the brown couch, turn right after couch, turn left after four person table and stop in front of barstools. "
